filepath,transcription_clean,prediction
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f170.wav,endure,injure
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f2v0.wav,two six nine zero two two zero,do six mon er two toesder
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f350.wav,overalls,overall
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f620.wav,eating blueberries gives you blue hands,eving blueburs give you ble at
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f1w0.wav,join,joyed
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f260.wav,lure,luer
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f080.wav,background,tat ground
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f5y0.wav,he breathed a sigh of relief,he breathed he san realy
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f2l0.wav,nothing,nenlik
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f0n0.wav,childhood,childhood
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f1m0.wav,hawthorne,i thord
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f6p0.wav,seven,servid
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f600.wav,because my leg is sore i can't play,because we lag a sor i can't play
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f8j0.wav,wavelet,wavelet
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f7k0.wav,super,super
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f6d0.wav,the flea chased the dog,the flee tac chose to the dag
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23f/ks23f640.wav,sir have you seen my coat,sir ali she wa co
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x0k0.wav,chair,here
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x2i0.wav,napkin,napgin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x1j0.wav,gumshoe,dom sho
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x3h0.wav,push,push
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x8g0.wav,wagging,wegging
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x7h0.wav,submit,submit
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x230.wav,logic,logic
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x1t0.wav,iceberg,i superg
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x320.wav,offshore,off sure
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x0u0.wav,crenshaw,a ran shar
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x140.wav,easier,easier
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x6w0.wav,singer,singer
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x760.wav,spoons,spens
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x7r0.wav,thanks,thanks
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x810.wav,toyota,poaota
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x0a0.wav,behind,ehind
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x3n0.wav,royal,royal
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x8l0.wav,white,waite
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x7m0.wav,swoop,spoot
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x3i0.wav,ragtime,rag time
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x6r0.wav,sheepdog,she dog
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x710.wav,smoothly,smothly
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x1o0.wav,homemaking,ho making
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x0p0.wav,civilized,siblized
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x2n0.wav,nuclear,nuclear
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x3s0.wav,scrapbook,scrapbock
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x1e0.wav,five,five
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x3c0.wav,picture,wichere
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x2d0.wav,mohawk,mohan
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x0f0.wav,boomerang,tho maring
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x770.wav,springhill,spring hill
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x7w0.wav,thrower,the thrower
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x860.wav,two,two
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x0z0.wav,design,design
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x190.wav,ethnic,annec 
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x370.wav,page,hege
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x1y0.wav,kingpin,kin pin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x280.wav,mcdonald,mcdonald
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x7c0.wav,stepfather,step father
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x8b0.wav,updated,up dated
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh471j0.wav,gumshoe,gomshiel
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh473h0.wav,push,plesh
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh478g0.wav,wagging,waggi
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh477h0.wav,submit,suvemet
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47230.wav,logic,logic
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47320.wav,offshore,of sure
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47140.wav,easier,iaseer
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh476w0.wav,singer,siner
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47760.wav,spoons,tin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh477r0.wav,thanks,thank
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47810.wav,toyota,toyoda
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh470a0.wav,behind,behind
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh473n0.wav,royal,royal
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh478l0.wav,white,white
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh477m0.wav,swoop,slo
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh473i0.wav,ragtime,rag time
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh476r0.wav,sheepdog,sheped out
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47710.wav,smoothly,smoothly
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh471o0.wav,homemaking,hol making
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh470p0.wav,civilized,civilized
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh472n0.wav,nuclear,new clear
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh473s0.wav,scrapbook,a crap book
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh473c0.wav,picture,icture
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh472d0.wav,mohawk,bohak
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh470f0.wav,boomerang,the worring
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47770.wav,springhill,springhill
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh477w0.wav,thrower,proler
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47860.wav,two,two
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh470z0.wav,design,deri
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47190.wav,ethnic,anemic
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh47370.wav,page,page
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh471y0.wav,kingpin,ken pin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh477c0.wav,stepfather,step father
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh47/ksh478b0.wav,updated,updated
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6347r0.wav,thanks,thanks
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634810.wav,toyota,do era
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6340a0.wav,behind,behind
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634760.wav,spoons,ons
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6341t0.wav,iceberg,iceberd
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634320.wav,offshore,onteor
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6340u0.wav,crenshaw,prensha
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634140.wav,easier,easier
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6343h0.wav,push,fush
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6341j0.wav,gumshoe,tom wo
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6340k0.wav,chair,here
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6342i0.wav,napkin,nap can o
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6348g0.wav,wagging,whyging
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6348b0.wav,updated,an dati
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6340z0.wav,design,issign
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634190.wav,ethnic,adric
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634370.wav,page,pag
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6341y0.wav,kingpin,keeng pin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634280.wav,mcdonald,mitdonald
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634770.wav,springhill,he pring coup
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6343s0.wav,scrapbook,secret scrapp book
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6341e0.wav,five,wive
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6343c0.wav,picture,hiture
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6342d0.wav,mohawk,morhack
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6340f0.wav,boomerang,borin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6343i0.wav,ragtime,rathon
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6348l0.wav,white,whyt
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6347m0.wav,swoop,lo
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6340p0.wav,civilized,silite
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6341o0.wav,homemaking,pal making
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6346r0.wav,sheepdog,heap dog
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks634710.wav,smoothly,moothly
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h320.wav,offshore,off sure
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h140.wav,easier,e ere
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h0u0.wav,crenshaw,franchal
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h1t0.wav,iceberg,iesburg
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h230.wav,logic,wout
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h760.wav,spoons,spont
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h6w0.wav,singer,the tinger
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h7r0.wav,thanks,the tanks
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h810.wav,toyota,tod
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h3n0.wav,royal,royal
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h8g0.wav,wagging,welbin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h7h0.wav,submit,sof met
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h0k0.wav,chair,share
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h2i0.wav,napkin,now wo can
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h1j0.wav,gumshoe,gob to
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h3h0.wav,push,s
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h1e0.wav,five,fy
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h3c0.wav,picture,icture
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h2d0.wav,mohawk,mogoch
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h0f0.wav,boomerang,boomerin
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h3s0.wav,scrapbook,the scrap boo
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h7w0.wav,thrower,it thrower
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h860.wav,two,two
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h770.wav,springhill,spring hil
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h7c0.wav,stepfather,step father
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h8b0.wav,updated,updated
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h1y0.wav,kingpin,king tem
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h280.wav,mcdonald,micdonald
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h370.wav,page,paige
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h190.wav,ethnic,est nak
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h0z0.wav,design,the sign
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h710.wav,smoothly,smothly
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h6r0.wav,sheepdog,cheaped off
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h1o0.wav,homemaking,hol waking
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h0p0.wav,civilized,civilize
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h2n0.wav,nuclear,no clear
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h3i0.wav,ragtime,eraptime
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h7m0.wav,swoop,so
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh1h/ksh1h8l0.wav,white,white
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m8f0.wav,vowel,bou
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m7g0.wav,subdue,sub du
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m2h0.wav,mutual,metul
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m0j0.wav,cautiously,cauciously
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m3g0.wav,punishment,penishment
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m3m0.wav,rock,rock
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m7q0.wav,ten,hen
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m800.wav,town,town
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m0t0.wav,cowboys,how boy
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m130.wav,earthquake,ath wait
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m310.wav,obvious,obvious
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m1s0.wav,humor,human
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m220.wav,lifeboats,life bots
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m6v0.wav,shortchange,sort cane
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m750.wav,southmost,fouth mont
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m1n0.wav,herbalist,her beles
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m2m0.wav,novel,nobel
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m0o0.wav,circumstance,thecomstan
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m6q0.wav,shades,shave
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m700.wav,smoke,smoke
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m7l0.wav,surround,suround
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m8k0.wav,weatherproof,whether bro
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m3h0.wav,push,pesh
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m7b0.wav,steamship,them ship
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m8a0.wav,unwilling,an willing
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m090.wav,bathe,bave
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m1x0.wav,jurors,urs
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m270.wav,mature,mater
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m0y0.wav,depths,deth
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m180.wav,engrave,in grav
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m360.wav,overreaction,over reaction
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m1d0.wav,female,female
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m0e0.wav,birthmark,birst mart
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m2c0.wav,misjudged,mis tiarde
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m3r0.wav,school,school
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m7v0.wav,throughout,throughout
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m850.wav,twenty, wenetye
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3m/ksh3m760.wav,spoons,spens
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh177g0.wav,subdue,sep you
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh178f0.wav,vowel,thoull
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh171i0.wav,growl,growl
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh173g0.wav,punishment,penishment
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh172h0.wav,mutual,mutual
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh170j0.wav,cautiously,cosious ly
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh177q0.wav,ten,ten
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17800.wav,town,town
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh173m0.wav,rock,rock
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh176v0.wav,shortchange,short ce
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17750.wav,southmost,south most
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh171s0.wav,humor,he amerth
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17220.wav,lifeboats,life pots
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh170t0.wav,cowboys,cawboys
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17130.wav,earthquake,erthquake
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17310.wav,obvious,ob vius
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh176q0.wav,shades,shade
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17700.wav,smoke,smoke
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh170o0.wav,circumstance,sherkamstane
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh172m0.wav,novel,nowte
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh171n0.wav,herbalist,arbeless
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh173h0.wav,push,plesh
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh178k0.wav,weatherproof,whether brofe
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh177l0.wav,surround,surall
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh171x0.wav,jurors,jerors
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17270.wav,mature,mature
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17090.wav,bathe,he
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17360.wav,overreaction,over her veaction
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh170y0.wav,depths,thats
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17180.wav,engrave,grave
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh178a0.wav,unwilling,and willing
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh177b0.wav,steamship,steem chip
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh177v0.wav,throughout,throughout
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17850.wav,twenty,twenty
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh17760.wav,spoons,spils
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh172c0.wav,misjudged,miss jedge
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh170e0.wav,birthmark,birth mark
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh171d0.wav,female,female
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh17/ksh173r0.wav,school,school
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r090.wav,bathe,bate
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r270.wav,mature,mityure
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r0y0.wav,depths,det
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r180.wav,engrave,in grave
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r360.wav,overreaction,over yeet
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r8a0.wav,unwilling,and willing
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r7b0.wav,steamship,temiship
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r7v0.wav,throughout,thrur out
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r850.wav,twenty,twenty
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r760.wav,spoons,speon
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r0e0.wav,birthmark,bruntmit
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r2c0.wav,misjudged,miss judg
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r1d0.wav,female,email
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r3r0.wav,school,school
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r8k0.wav,weatherproof,wheather
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r7l0.wav,surround,siran
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r2m0.wav,novel,now
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r0o0.wav,circumstance,sickonds dance
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r1n0.wav,herbalist,erbalis
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r6q0.wav,shades,shades
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r700.wav,smoke,mot smote
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r3g0.wav,punishment,punishment
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r0j0.wav,cautiously,pashesly
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r7g0.wav,subdue,some du
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh3r/ksh3r8f0.wav,vowel,bou
