,target_text,pred_str
2412,REAL,REAL
2413,SPOONS,SPOONS
2414,HIS CAR THUNDERED DOWN THE ROAD,HIS CAR THUNDERED DOWN THE ROAD
2415,YOUR SHADOW ALWAYS FOLLOWS YOU,YOUR SHAYOUR SHADOW ALWAYS FOLLOWS YOU
2416,TAB,TAB
2417,NINE NINE SIX NINE SIX ONE ZERO,NINE NINE SIX NINE SIX ONE ZERO
2418,WISEGUY,WISEGUY
2419,EDGAR DOES NOT HAVE A JOB,EDGAR DOES NOT HAVE A JOB
2420,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
2421,HOOF,HOOF
2422,ALLOWING,ALLOWING
2423,PAY ALBERT FOR THE FRESH WATER,PAY ALBERT FOR THE FRESH WATER
2424,CLIFFHANGER,CLIFFHANGER
2425,DIGESTED,DIGESTED
2426,SHIRT,SHIRT
2427,SNAKE,SNAKE
2428,STEWART HAS FIVE FRIENDS IN RICHMOND,STEWART HAS FIVE FRIENDS IN RICHMOND
2429,NINE,NINE
2430,CHALK,CHALK
2431,HANDSHAKE,HANDSHAKE
2432,DON'T MAKE THE SAME MISTAKES TWICE,DON'T MAKE THE SAME MISTAKES TWICE
2433,KNIGHTS DON'T GET SCARED OF DRAGONS,KNIGHTS DON'T GET SCARED OF DRAGONS
2434,THE ANGRY CHEF COOKED HIS VEGETABLES,THE ANGRY CHEF COOKED HIS VEGETABLES
2435,WARMTH,WARMTH
2436,SUBTRACT,SUBTRACT
2437,TURN THE VOLUME ON THE RADIO DOWN,TURN THE VOLUME ON THE RADIO DOWN
2438,THE BIRD SANG A SWEET MELODY,THE BIRD SANG A SWEET MELODY
2439,WE SHOULD TRY TO SAVE THE WHALES,WE SHOULD TRY TO SAVE THE WHALES
2440,SIX,SIX
2441,CROSS,CROSS
2442,EIGHT,EIGHT
2443,YOU CAN SAVE WATER IN YOUR BATHTUB,YOU CAN SAVE WATER IN YOUR BATHTUB
2444,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS
2445,ONE,ONE
2446,IMAGERY,IMAGERY
2447,LOYAL,NUVIAL
2448,AVERAGE,AVERAGE
2449,THE BRIEFCASE IS OPEN NOW,THE BRIEFCASE IS OPEN NOW
2450,RUGBY,RUGBY
2451,EXPLOSION,EXPLOSION
2452,BEYOND,BEYOND
2453,THE HERD BECAME ANGRY AND STARTED A STAMPEDE,THE HERD BECAME ANGRY AND STARTED A STAMPEDE
2454,YANKEE,YANKEE
2455,TRAUMA,TRAUMA
2456,SHIRT,SHIRT
2457,SNAKE,SNAKE
2458,STEWART HAS FIVE FRIENDS IN RICHMOND,STEWART HAS FIVE FRIENDS IN RICHMOND
2459,ALLOWING,ALLOWING
2460,HOOF,HOOF
2461,CLIFFHANGER,CLIFFHANGER
2462,DIGESTED,DIGESTED
2463,PAY ALBERT FOR THE FRESH WATER,PAY ALBERT FOR THE FRESH WATER
2464,YOUR SHADOW ALWAYS FOLLOWS YOU,YOUR SHADOW ALWAYS FOLLOWS YOU
2465,HIS CAR THUNDERED DOWN THE ROAD,HIS CAR THUNDERED DOWN THE ROAD
2466,REAL,REAL
2467,TAB,TAB
2468,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
2469,EDGAR DOES NOT HAVE A JOB,EDGAR DOES NOT HAVE A JOB
2470,WISEGUY,WISEGUY
2471,NINE NINE SIX NINE SIX ONE ZERO,NINE NINE SIX NINE SIX ONE ZERO
2472,DOUG THINKS HE WILL WIN THE RACE,DOUG THINKS HE WILL WIN THE RACE
2473,PATHETIC,PATHETIC
2474,LAWYER,LAWYER
2475,MEANINGLESS,MEANINGLESS
2476,STOOGES,STOOGES
2477,PUSH,PUSH
2478,UPWARD,UPWARD
2479,SAN DIEGO IS VERY GREEN THIS YEAR,SAN DIEGO IS VERY GREEN THIS YEAR
2480,SQUEEGEE,SQUEEGEE
2481,THURSDAY,THURSDAY
2482,UNDERNEATH,UNDERNEATH
2483,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
2484,FLAGPOLE,FLAGPOLE
2485,PLAYHOUSE,PLAYHOUSE
2486,MOISTURE,MOISTURE
2487,BREATH,BREATH
2488,SCREWDRIVER,SCREWDRIVER
2489,HONEY CAN GET STICKY,HONEY CAN GET STICKY
2490,WHO WILL THE SOLDIER VOTE FOR,WHO WILL THE SOLDIER VOTE FOR
2491,THATCH,THATCH
2492,TRAUMA,TRAUMA
2493,THE HERD BECAME ANGRY AND STARTED A STAMPEDE,THE HERD BECAME A ANGRY AND STARTED A STAMPEDE
2494,BEYOND,BEYOND
2495,EXPLOSION,EXPLOSION
2496,THE BRIEFCASE IS OPEN NOW,THE BRIEFCASE IS OPEN NOW
2497,RUGBY,RUGBY
2498,SIX,SIX
2499,WE SHOULD TRY TO SAVE THE WHALES,WE SHOULD TRY TO SAVE THE WHALES
2500,ONE,ONE
2501,CROSS,CROSS
2502,EIGHT,EIGHT
2503,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS,IT CAN ONLY BE A GOOD CIRCUS WITH ELEPHANTS
2504,YOU CAN SAVE WATER IN YOUR BATHTUB,YOU CAN SAVE WATER IN YOUR BATHTUB
2505,AVERAGE,AVERAGE
2506,IMAGERY,IMAGERY
2507,LOYAL,LOYAL
2508,KNIGHTS DON'T GET SCARED OF DRAGONS,KNIGHTS DON'T GET SCARED OF DRAGONS
2509,DON'T MAKE THE SAME MISTAKES TWICE,DON'T MAKE THE SAME MISTAKES TWICE
2510,CHALK,CHALK
2511,NINE,NINE
2512,HANDSHAKE,HANDSHAKE
2513,THE ANGRY CHEF COOKED HIS VEGETABLES,THE ANGRY CHEF COOKED HIS VEGETABLES
2514,TWO SIX FOUR ZERO TWO FOUR SIX,TWO SIX FOUR ZERO TWO FOUR SIX
2515,WARMTH,ONE
2516,SUBTRACT,SUBTRACT
2517,TURN THE VOLUME ON THE RADIO DOWN,TURN THE VOLUME ON THEE RADIO DOWN
2518,THE BIRD SANG A SWEET MELODY,THE BIRD SANG A SWEET MELODY
2519,ARCHRIVAL,ARCHRIVAL
2520,HOURLY,HOURLY
2521,LETHARGIC,LETHARGIC
2522,DISRUPT,DISRUPT
2523,OBSTACLE,OBSTACLE
2524,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
2525,SHOE,SHOE
2526,SOUR,SOUR
2527,PUSH,PUSH
2528,TEMPTATION,TEMPTATION
2529,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
2530,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
2531,GO INSIDE AND EAT YOUR DINNER,GO INSIDE AND EAT YOUR DINNER
2532,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
2533,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
2534,THE ZEBRA ENTERED THE BRUSH WITH CARE,THE ZEBRA ENTERED THE BRUSH WITH CARE
2535,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
2536,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
2537,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
2538,SPOONS,SPOONS
2539,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
2540,VAULTED,VAULTED
2541,STUDIO,STUDIO
2542,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
2543,THAT WAS AN ODD DECISION,THAT WAS AN ODD DECISION
2544,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
2545,I'M READY TO GO HOME,I'M READY TO GO HOME
2546,CASHFLOW,CASHFLOW
2547,POINTS,POINTS
2548,FRAGMENT,FRAGMENT
2549,TOURISTS,TOURISTS
2550,UNROLL,UNROLL
2551,SCALLYWAG,SCALLYWAG
2552,PAYOUTS,PAYOUTS
2553,FANCY,FANCY
2554,BIOLOGY,BIOLOGY
2555,MIDNIGHT,MIDNIGHT
2556,YIELDS,YIELDS
2557,THREE,THREE
2558,TRUCK,TRUCK
2559,WHEN WILL WE GO ON VACATION,WHEN WILL WE GO ON VACATION
2560,OVERALLS,OVERALLS
2561,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
2562,ENDURE,ENDURE
2563,DASHBOARD,DASHBOARD
2564,BACKGROUND,BACKGROUND
2565,JOIN,JOIN
2566,LURE,LURE
2567,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
2568,STEAKHOUSE,STEAKHOUSE
2569,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
2570,SMASHED,SMASHED
2571,SEVEN,SEVEN
2572,BECAUSE MY LEG IS SORE I CAN'T PLAY,BECAUSE MY LEG IS SORE I CAN'T PLAY
2573,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
2574,HE BREATHED A SIGH OF RELIEF,HE BREATHED A SIGH OF RELIEF
2575,HAWTHORNE,HAWTHORNE
2576,NOTHING,NOTHING
2577,CHILDHOOD,CHILDHOOD
2578,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
2579,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
2580,SUPER,SUPER
2581,WAVELET,WAVELET
2582,PUSH,PUSH
2583,SHOE,SHOE
2584,SOUR,SOUR
2585,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
2586,COOPERATE,COOPERATE
2587,DISRUPT,DISRUPT
2588,OBSTACLE,OBSTACLE
2589,HOURLY,HOURLY
2590,LETHARGIC,LETHARGIC
2591,ARCHRIVAL,ARCHRIVAL
2592,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
2593,REPRESENTS,REPRESENTS
2594,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
2595,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
2596,WOMEN,WOMEN
2597,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
2598,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
2599,TEMPTATION,TEMPTATION
2600,GO INSIDE AND EAT YOUR DINNER,GO INSIDE AND EAT YOUR DINNER
2601,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
2602,VAULTED,VAULTED
2603,STUDIO,STUDIO
2604,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
2605,SPOONS,SPOONS
2606,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
2607,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
2608,UNROLL,UNROLL
2609,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
2610,THAT WAS AN ODD DECISION,THAT WAS AN ODD DECISION
2611,POINTS,POINTS
2612,FRAGMENT,FRAGMENT
2613,CASHFLOW,CASHFLOW
2614,I'M READY TO GO HOME,I'M READY TO GO HOME
2615,MUSICIAN,MUSICIAN
2616,THREE,THREE
2617,TRUCK,TRUCK
2618,WHEN WILL WE GO ON VACATION,WHEN WILL WE GO ON VACATION
2619,YIELDS,YIELDS
2620,SCALLYWAG,SCALLYWAG
2621,BIOLOGY,BIOLOGY
2622,MIDNIGHT,MIDNIGHT
2623,FANCY,FANCY
2624,PAYOUTS,PAYOUTS
2625,SMASHED,SMASHED
2626,BACKGROUND,BACKGROUND
2627,JOIN,JOIN
2628,LURE,LURE
2629,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
2630,DASHBOARD,DASHBOARD
2631,ENDURE,ENDURE
2632,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
2633,OVERALLS,OVERALLS
2634,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
2635,STEAKHOUSE,STEAKHOUSE
2636,HAWTHORNE,HAWTHORNE
2637,NOTHING,NOTHING
2638,CHILDHOOD,CHILDHOOD
2639,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
2640,BECAUSE MY LEG IS SORE I CAN'T PLAY,BECAUSE MY LEG IS SORE I CAN'T PLAY
2641,SEVEN,SEVEN
2642,SUPER,SUPER
2643,WAVELET,WAVELET
2644,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
2645,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
2646,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
2647,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
2648,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
2649,TEMPTATION,TEMPTATION
2650,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
2651,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
2652,ARCHRIVAL,ARCHRIVAL
2653,HOURLY,HOURLY
2654,COOPERATE,COOPERATE
2655,DISRUPT,DISRUPT
2656,OBSTACLE,OBSTACLE
2657,PUSH,PUSH
2658,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
2659,SOUR,SOUR
2660,SHOE,SHOE
2661,UNROLL,UNROLL
2662,FRAGMENT,FRAGMENT
2663,POINTS,POINTS
2664,I'M READY TO GO HOME,I'M READY TO GO HOME
2665,MUSICIAN,MUSICIAN
2666,CASHFLOW,CASHFLOW
2667,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
2668,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
2669,STUDIO,STUDIO
2670,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
2671,VAULTED,VAULTED
2672,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
2673,SPOONS,SPOONS
2674,SMASHED,SMASHED
2675,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
2676,STEAKHOUSE,STEAKHOUSE
2677,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
2678,OVERALLS,OVERALLS
2679,DASHBOARD,DASHBOARD
2680,ENDURE,ENDURE
2681,BACKGROUND,BACKGROUND
2682,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
2683,JOIN,JOIN
2684,LURE,LURE
2685,BIOLOGY,BIOLOGY
2686,PAYOUTS,PAYOUTS
2687,FANCY,FANCY
2688,SCALLYWAG,SCALLYWAG
2689,YIELDS,YIELDS
2690,THREE,THREE
2691,TRUCK,TRUCK
2692,WHEN WILL WE GO ON VACATION,WHEN WILL WE GO ON VACATION
2693,WAVELET,WAVELET
2694,SUPER,SUPER
2695,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
2696,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
2697,SEVEN,SEVEN
2698,BECAUSE MY LEG IS SORE I CAN'T PLAY,BECAUSE MY LEG IS SORE I CAN'T PLAY
2699,CHILDHOOD,CHILDHOOD
2700,NOTHING,NOTHING
2701,HAWTHORNE,HAWTHORNE
2702,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
2703,WOMEN,WOMEN
2704,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
2705,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
2706,TEMPTATION,TEMPTATION
2707,GO INSIDE AND EAT YOUR DINNER,GO INSIDE AND EAT YOUR DINNER
2708,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
2709,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
2710,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
2711,REPRESENTS,REPRESENTS
2712,SHOE,SHOE
2713,SOUR,SOUR
2714,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
2715,PUSH,PUSH
2716,HOURLY,HOURLY
2717,LETHARGIC,LETHARGIC
2718,ARCHRIVAL,ARCHRIVAL
2719,OBSTACLE,OBSTACLE
2720,DISRUPT,DISRUPT
2721,COOPERATE,COOPERATE
2722,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
2723,POINTS,POINTS
2724,FRAGMENT,FRAGMENT
2725,CASHFLOW,CASHFLOW
2726,MUSICIAN,MUSICIAN
2727,I'M READY TO GO HOME,I'M READY TO GO HOME
2728,UNROLL,UNROLL
2729,SPOONS,SPOONS
2730,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
2731,STUDIO,STUDIO
2732,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
2733,VAULTED,VAULTED
2734,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
2735,BACKGROUND,BACKGROUND
2736,JOIN,JOIN
2737,LURE,LURE
2738,ENDURE,ENDURE
2739,DASHBOARD,DASHBOARD
2740,TWO SIX NINE ZERO TWO TWO ZERO,TWO SIX NINE ZERO TWO TWO ZERO
2741,OVERALLS,OVERALLS
2742,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
2743,STEAKHOUSE,STEAKHOUSE
2744,SMASHED,SMASHED
2745,THREE,THREE
2746,TRUCK,TRUCK
2747,YIELDS,YIELDS
2748,BIOLOGY,BIOLOGY
2749,MIDNIGHT,MIDNIGHT
2750,FANCY,FANCY
2751,PAYOUTS,PAYOUTS
2752,SCALLYWAG,SCALLYWAG
2753,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
2754,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
2755,WAVELET,WAVELET
2756,SUPER,SUPER
2757,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
2758,HE BREATHED A SIGH OF RELIEF,HE BREATHED A SIGH RELIEF
2759,NOTHING,NOTHING
2760,CHILDHOOD,CHILDHOOD
2761,HAWTHORNE,HAWTHORNE
2762,SEVEN,SEVEN
2763,BECAUSE MY LEG IS SORE I CAN'T PLAY,BECAUSE MY LEG IS SORE I CAN'T PLAY
2764,SHE'LL BE READY VERY SOON,SHE'LL BE READY VERY SOON
2765,VAULTED,VAULTED
2766,MY CLOTHES ARE WET FROM THE RAIN,MY CLOTHES ARE WET FROM THE RAIN
2767,THE CAR WENT TOO FAST,THE CAR WENT TOO FAST
2768,SPOONS,SPOONS
2769,THE FLOOD TOOK A CAR DOWN THE STREET,THE FLOOD TOOK A CAR DOWN THE STREET
2770,TOURISTS,TOURISTS
2771,UNROLL,UNROLL
2772,THAT WAS AN ODD DECISION,THAT WAS AN ODD DECISION
2773,TWO FOUR SEVEN SIX THREE SEVEN FOUR,TWO FOUR SEVEN SIX THREE SEVEN FOUR
2774,CASHFLOW,CASHFLOW
2775,I'M READY TO GO HOME,I'M READY TO GO HOME
2776,MUSICIAN,MUSICIAN
2777,FRAGMENT,FRAGMENT
2778,POINTS,POINTS
2779,WILL YOU SING THIS SONG,WILL YOU SING THIS SONG
2780,THE ZEBRA ENTERED THE BRUSH WITH CARE,THE ZEBRA ENTERED THE BRUSH WITH CARE
2781,I THOUGHT I HEARD NEW VOICES,I THOUGHT I HEARD NEW VOICES
2782,DON'T LEAVE SO SOON,DON'T LEAVE SO SOON
2783,HER VEINS POP OUT WHEN SHE IS MAD,HER VEINS POP OUT WHEN SHE IS MAD
2784,HE WAS REALLY NICE TO US,HE WAS REALLY NICE TO US
2785,TEMPTATION,TEMPTATION
2786,WOMEN,WOMEN
2787,GO INSIDE AND EAT YOUR DINNER,GO INSIDE AND EAT YOUR DINNER
2788,HOURLY,HOURLY
2789,LETHARGIC,LETHARGIC
2790,ARCHRIVAL,ARCHCHRIVAL
2791,OBSTACLE,OBSTACLE
2792,DISRUPT,DISRUPT
2793,I HAVE ICE CREAM FOR YOU,I HAVE ICE CREAM FOR YOU
2794,SHOE,SHOE
2795,SOUR,SOUR
2796,PUSH,PUSH
2797,NOTHING,NOTHING
2798,CHILDHOOD,CHILDHOOD
2799,HAWTHORNE,HAWTHORNE
2800,I'LL RENT AN APARTMENT TOMORROW,I'LL RENT AN APARTMENT TOMORROW
2801,SEVEN,SEVEN
2802,BECAUSE MY LEG IS SORE I CAN'T PLAY,BEUSBECAUSE MY LEG IS SORE I CAN'T PLAY
2803,WAVELET,WAVELET
2804,SUPER,SUPER
2805,SIR HAVE YOU SEEN MY COAT,SIR HAVE YOU SEEN MY COAT
2806,THE FLEA CHASED THE DOG,THE FLEA CHASED THE DOG
2807,SMASHED,SMASHED
2808,DASHBOARD,DASHBOARD
2809,ENDURE,ENDURE
2810,OVERALLS,OVERALLS
2811,JOIN,JOIN
2812,LURE,LURE
2813,EATING BLUEBERRIES GIVES YOU BLUE HANDS,EATING BLUEBERRIES GIVES YOU BLUE HANDS
2814,BACKGROUND,BACKGROUND
2815,STEAKHOUSE,STEAKHOUSE
2816,SEARCH IN BETWEEN THE COUCH CUSHIONS,SEARCH IN BETWEEN THE COUCH CUSHIONS
2817,SCALLYWAG,SCALLYWAG
2818,FANCY,FANCY
2819,MIDNIGHT,MIDNIGHT
2820,BIOLOGY,BIOLOGY
2821,WHEN WILL WE GO ON VACATION,WHEN WILL WE GO ON VACATION
2822,THREE,THREE
2823,TRUCK,TRUCK
2824,SHEEPDOG,SHEEPDOG
2825,SMOOTHLY,SMOOTH
2826,NUCLEAR,NUCLEAR
2827,CIVILIZED,CIVILIZED
2828,HOMEMAKING,HOMEMAKING
2829,RAGTIME,RAGTIME
2830,WHITE,WHITE
2831,SWOOP,SWOOP
2832,KINGPIN,KINGPIN
2833,MCDONALD,MCDONALD
2834,DESIGN,DESIGN
2835,ETHNIC,ETHNIC
2836,PAGE,PAGE
2837,UPDATED,UPDATED
2838,STEPFATHER,STEPFATHER
2839,THROWER,THROWER
2840,TWO,TWO
2841,SPRINGHILL,SPRINGHILL
2842,BOOMERANG,BOOMERANG
2843,MOHAWK,MOHAWK
2844,FIVE,FIVE
2845,PICTURE,PICTURE
2846,SCRAPBOOK,SCRAPBOOK
2847,THANKS,THANKS
2848,TOYOTA,TOYOTA
2849,BEHIND,BEHIND
2850,ROYAL,ROYAL
2851,SPOONS,SPOONS
2852,SINGER,SINGER
2853,ICEBERG,ICEBERG
2854,LOGIC,LOGIC
2855,OFFSHORE,OFFSHORE
2856,CRENSHAW,CRENSHAW
2857,PUSH,PUSH
2858,GUMSHOE,GUMSHOE
2859,CHAIR,CHAIR
2860,NAPKIN,NAPKIN
2861,SUBMIT,SUBMIT
2862,WAGGING,WAGGING
2863,PAGE,PAGE
2864,DESIGN,DESIGN
2865,ETHNIC,ETHNIC
2866,KINGPIN,KINGPIN
2867,STEPFATHER,STEPFATHER
2868,UPDATED,UPDATED
2869,SPRINGHILL,SPRINGHILL
2870,THROWER,THROWER
2871,TWO,TWO
2872,PICTURE,PICTURE
2873,FIVE,FIVE
2874,BOOMERANG,BOOMERANG
2875,SCRAPBOOK,SCRAPBOOK
2876,RAGTIME,RAGTIME
2877,SWOOP,SWOOP
2878,WHITE,WHITE
2879,HOMEMAKING,HOMEMAKING
2880,NUCLEAR,NUCLEAR
2881,CIVILIZED,CIVILIZED
2882,SHEEPDOG,SHEEPDOG
2883,SMOOTHLY,SMOOTHLY
2884,CHAIR,CHAIR
2885,PUSH,PUSH
2886,GUMSHOE,GUMSHOE
2887,WAGGING,WAGGING
2888,SUBMIT,SUBMIT
2889,SINGER,SINGER
2890,SPOONS,SPOONS
2891,EASIER,EASIER
2892,OFFSHORE,OFFSHORE
2893,BEHIND,BEHIND
2894,ROYAL,ROYAL
2895,TOYOTA,TOYOTA
2896,THANKS,THANKS
2897,TOYOTA,TOYOTA
2898,ROYAL,ROYAL
2899,BEHIND,BEHIND
2900,SINGER,SINGER
2901,EASIER,EASIER
2902,OFFSHORE,OFFSHORE
2903,LOGIC,LOGIC
2904,NAPKIN,NAPKIN
2905,CHAIR,CHAIR
2906,PUSH,PUSH
2907,GUMSHOE,GUMSHOE
2908,WAGGING,WAGGING
2909,SUBMIT,SUBMIT
2910,STEPFATHER,STEPFATHER
2911,UPDATED,UPDATED
2912,KINGPIN,KINGPIN
2913,MCDONALD,MCDONALD
2914,DESIGN,DESIGN
2915,ETHNIC,ETHNIC
2916,PAGE,PAGE
2917,THROWER,THROWER
2918,TWO,TWO
2919,SPRINGHILL,SPRINGHILL
2920,SCRAPBOOK,SCRAPBOOK
2921,BOOMERANG,BOOMERANG
2922,MOHAWK,MOHAWK
2923,FIVE,FIVE
2924,PICTURE,PICTURE
2925,RAGTIME,RAGTIME
2926,SWOOP,SWOOP
2927,WHITE,WHITE
2928,HOMEMAKING,HOMEMAKING
2929,NUCLEAR,NUCLEAR
2930,CIVILIZED,CIVILIZED
2931,SHEEPDOG,SHEEPDOG
2932,SMOOTHLY,SMOOTHLY
2933,SUBDUE,SUBDUE
2934,VOWEL,VOWEL
2935,PUNISHMENT,PUNISHMENT
2936,MUTUAL,MUTUAL
2937,CAUTIOUSLY,CAUTIOUSLY
2938,ROCK,ROCK
2939,TEN,TEN
2940,TOWN,TOWN
2941,HUMOR,HUMOR
2942,LIFEBOATS,LIFEBOATS
2943,COWBOYS,COWBOYS
2944,EARTHQUAKE,EARTHQUAKE
2945,OBVIOUS,OBVIOUS
2946,SHORTCHANGE,SHORTCHANGE
2947,SOUTHMOST,SOUTHMOST
2948,CIRCUMSTANCE,CIRCUMSTANCE
2949,NOVEL,NOVEL
2950,HERBALIST,HERBALIST
2951,SMOKE,SMOKE
2952,WEATHERPROOF,WEATHERPROOF
2953,SURROUND,SURROUND
2954,PUSH,PUSH
2955,UNWILLING,UNWILLING
2956,STEAMSHIP,STEAMSHIP
2957,OVERREACTION,OVERREACTION
2958,DEPTHS,DEPTHS
2959,ENGRAVE,ENGRAVE
2960,BATHE,BATHE
2961,MATURE,MATURE
2962,MISJUDGED,MISJUDGED
2963,BIRTHMARK,BIRTHMARK
2964,FEMALE,FEMALE
2965,SCHOOL,SCHOOL
2966,SPOONS,SPOONS
2967,THROUGHOUT,THROUGHOUT
2968,TWENTY,TWENTY
2969,UNWILLING,UNWILLING
2970,STEAMSHIP,STEAMSHIP
2971,OVERREACTION,OVERREACTION
2972,ENGRAVE,ENGRAVE
2973,DEPTHS,DEPTHS
2974,BATHE,BATHE
2975,JURORS,JURORS
2976,MATURE,MATURE
2977,SPOONS,SPOONS
2978,THROUGHOUT,THROUGHOUT
2979,TWENTY,TWENTY
2980,SCHOOL,SCHOOL
2981,FEMALE,FEMALE
2982,BIRTHMARK,BIRTHMARK
2983,MISJUDGED,MISJUDGED
2984,PUSH,PUSH
2985,WEATHERPROOF,WEATHERPROOF
2986,SURROUND,SURROUND
2987,CIRCUMSTANCE,CIRCUMSTANCE
2988,NOVEL,NOVEL
2989,HERBALIST,HERBALIST
2990,SHADES,SHADES
2991,SMOKE,SMOKE
2992,PUNISHMENT,PUNISHMENT
2993,MUTUAL,MUTUAL
2994,CAUTIOUSLY,CAUTIOUSLY
2995,SUBDUE,SUBDUE
2996,VOWEL,VOWEL
2997,SHORTCHANGE,SHORTCHANGE
